id_asignacion,id_gestion,id_asignatura,id_docente,siacop_id_persona,paralelo,turno,horas_asignadas,categoria,nombramiento,evaluacion_nota,evaluacion_archivo_digital,nombre_sede,siacop_id_asignacion_docente,siacop_id_asignacion,siacop_id_gestion,siacop_gestion
1292,14,1344,24,328,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-301-03.3.M.PH / 25.,NULL,,VILLA ESPERANZA,133661,110178,169,2021
1293,14,831,51,736,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED - 402.4.M.PH / 27.,NULL,,VILLA ESPERANZA,133663,110179,169,2021
1294,14,5717,38,488,B,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-101.1.M.B / 28.,NULL,,VILLA ESPERANZA,133664,110180,169,2021
1295,14,839,28,368,A,T,12,CONTRATADO,MED.VILESP.14.169.176.MED - 504.5.T.A / 30.,NULL,,VILLA ESPERANZA,133672,110187,169,2021
1296,14,5719,83,1472,K,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-102.1.T.K / 32.,NULL,,VILLA ESPERANZA,133676,110192,169,2021
1297,14,5719,83,1472,A,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-102.1.T.A / 31.,NULL,,VILLA ESPERANZA,133678,110196,169,2021
1298,14,833,47,677,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-404.4.M.PH / 33.,NULL,,VILLA ESPERANZA,133681,110198,169,2021
1299,14,5718,45,630,A,M,8,CONTRATADO,MED.VILESP.82.169.176.MED-103.1.M.A / 34.,NULL,,VILLA ESPERANZA,133684,110203,169,2021
1300,14,5716,161,5738,B,T,20,CONTRATADO,MED.VILESP.82.169.176.MED-100.1.T.B / 35.,NULL,,VILLA ESPERANZA,133686,110206,169,2021
1301,14,1342,46,641,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 37.,NULL,,VILLA ESPERANZA,133689,110210,169,2021
1302,14,5719,35,475,F,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-102.1.T.F / 41.,NULL,,VILLA ESPERANZA,133694,110216,169,2021
1303,14,5719,35,475,D,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-102.1.T.D / 40.,NULL,,VILLA ESPERANZA,133698,110219,169,2021
1304,14,824,63,1276,C,M,12,CONTRATADO,MED.VILESP.14.169.176.MED - 302.3.M.C / 43.,NULL,,VILLA ESPERANZA,133700,110222,169,2021
1305,14,1342,27,359,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 44.,NULL,,VILLA ESPERANZA,133701,110223,169,2021
1306,14,1359,44,629,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 45.,NULL,,VILLA ESPERANZA,133703,110224,169,2021
1307,14,823,13,227,F,T,12,CONTRATADO,MED.VILESP.14.169.176.MED-300.3.T.F / 46.,NULL,,VILLA ESPERANZA,133706,110226,169,2021
1308,14,5716,58,1251,K,N,20,CONTRATADO,MED.VILESP.82.169.176.MED-100.1.N.K / 47.,NULL,,VILLA ESPERANZA,133709,110228,169,2021
1309,14,1347,79,1396,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 50.,NULL,,VILLA ESPERANZA,133711,110231,169,2021
1310,14,824,56,800,D,M,12,CONTRATADO,MED.VILESP.14.169.176.MED - 302.3.M.D / 38.,NULL,,VILLA ESPERANZA,133713,110233,169,2021
1311,14,1349,260,84698,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 52.,NULL,,VILLA ESPERANZA,133716,110237,169,2021
1312,14,5717,16,232,A,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-101.1.M.A / 54.,NULL,,VILLA ESPERANZA,133720,110242,169,2021
1313,14,5717,16,232,F,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-101.1.T.F / 53.,NULL,,VILLA ESPERANZA,133721,110247,169,2021
1314,14,5717,34,472,K,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-101.1.M.K / 56.,NULL,,VILLA ESPERANZA,133725,110256,169,2021
1315,14,827,69,1284,PH,M,10,CONTRATADO,MED.VILESP.14.169.176.MED-304.3.M.PH / 57.,NULL,,VILLA ESPERANZA,133726,110258,169,2021
1316,14,825,249,75075,B,M,12,CONTRATADO,MED.VILESP.14.169.176.MED - 303.3.M.B / 58.,NULL,,VILLA ESPERANZA,133728,110259,169,2021
1317,14,1356,211,51270,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 60.,NULL,,VILLA ESPERANZA,133729,110260,169,2021
1318,14,5717,172,35254,C,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-101.1.T.C / 59.,NULL,,VILLA ESPERANZA,133732,110264,169,2021
1319,14,823,86,1550,A,M,12,CONTRATADO,MED.VILESP.14.169.176.MED-300.3.M.A / 62.,NULL,,VILLA ESPERANZA,133735,110271,169,2021
1320,14,825,20,268,G,M,12,CONTRATADO,MED.VILESP.14.169.176.MED - 303.3.M.G / 65.,NULL,,VILLA ESPERANZA,133738,110274,169,2021
1321,14,1357,241,71988,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 66.,NULL,,VILLA ESPERANZA,133741,110278,169,2021
1322,14,5716,10,187,A,M,20,CONTRATADO,MED.VILESP.82.169.176.MED-100.1.M.A / 67.,NULL,,VILLA ESPERANZA,133742,110282,169,2021
1323,14,834,2,46,A,T,12,CONTRATADO,MED.VILESP.14.169.176.MED-405.4.T.A / 68.,NULL,,VILLA ESPERANZA,133743,110284,169,2021
1324,14,5716,26,351,C,M,20,CONTRATADO,MED.VILESP.82.169.176.MED-100.1.M.C / 69.,NULL,,VILLA ESPERANZA,133744,110073,169,2021
1325,14,825,90,1706,F,T,12,CONTRATADO,MED.VILESP.14.169.176.MED - 303.3.T.F / 70.,NULL,,VILLA ESPERANZA,133745,110289,169,2021
1326,14,5716,135,4380,O,M,20,INVITADO,MED.VILESP.82.169.176.MED-100.1.M.O / 6.,NULL,,VILLA ESPERANZA,133746,110285,169,2021
1327,14,5716,5,115,F,M,20,INVITADO,MED.VILESP.82.169.176.MED-100.1.M.F / 3.,NULL,,VILLA ESPERANZA,133747,110297,169,2021
1328,14,5719,134,4368,E,M,8,INVITADO,MED.VILESP.82.169.176.MED-102.1.M.E / 5.,NULL,,VILLA ESPERANZA,133748,110301,169,2021
1329,14,1342,232,65954,PH,M,20,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 2.,NULL,,VILLA ESPERANZA,133753,110315,169,2021
1330,14,5716,164,29606,H,T,20,INVITADO,MED.VILESP.82.169.176.MED-100.1.T.H / 1.,NULL,,VILLA ESPERANZA,133759,110321,169,2021
1331,14,1360,209,49718,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 16.,NULL,,VILLA ESPERANZA,133764,110169,169,2021
1332,14,824,8,169,F,T,12,CONTRATADO,MED.VILESP.14.169.176.MED - 302.3.T.F / 19.,NULL,,VILLA ESPERANZA,133871,110336,169,2021
1333,14,838,217,53081,PH,M,20,CONTRATADO,MED.VILESP.14.169.176.MED - 503.5.M.PH / 29.,NULL,,VILLA ESPERANZA,134017,110182,169,2021
1334,14,5719,134,4368,I,N,8,INVITADO,MED.VILESP.82.169.176.MED-102.1.N.I / 4.,NULL,,VILLA ESPERANZA,134215,110311,169,2021
1335,14,6106,114,3299,B,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-203.2.T.B / 3.,NULL,,VILLA ESPERANZA,134494,110353,169,2021
1336,14,6108,41,574,A,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-204.2.M.A / 4.,NULL,,VILLA ESPERANZA,134505,111025,169,2021
1337,14,6107,60,1268,E,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-201.2.M.E / 5.,NULL,,VILLA ESPERANZA,134506,111026,169,2021
1338,14,819,77,1379,D,M,10,CONTRATADO,MED.VILESP.14.169.176.MED - 202.2.M.D / 6.,NULL,,VILLA ESPERANZA,134507,111027,169,2021
1339,14,6107,50,729,A,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-201.2.T.A / 8.,NULL,,VILLA ESPERANZA,134508,111028,169,2021
1340,14,6104,97,1764,F,M,14,CONTRATADO,MED.VILESP.82.169.176.MED-200.2.M.F / 17.,NULL,,VILLA ESPERANZA,134509,111029,169,2021
1341,14,6107,37,485,C,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-201.2.M.C / 18.,NULL,,VILLA ESPERANZA,134510,111030,169,2021
1342,14,819,78,1383,E,T,10,CONTRATADO,MED.VILESP.14.169.176.MED - 202.2.T.E / 24.,NULL,,VILLA ESPERANZA,134511,111031,169,2021
1343,14,6106,70,1290,A,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-203.2.T.A / 26.,NULL,,VILLA ESPERANZA,134513,111032,169,2021
1344,14,6107,15,229,G,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-201.2.T.G / 36.,NULL,,VILLA ESPERANZA,134514,111033,169,2021
1345,14,6106,22,309,F,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-203.2.M.F / 39.,NULL,,VILLA ESPERANZA,134515,111034,169,2021
1346,14,819,63,1276,C,M,10,CONTRATADO,MED.VILESP.14.169.176.MED - 202.2.M.C / 42.,NULL,,VILLA ESPERANZA,134516,111035,169,2021
1347,14,819,43,590,B,T,10,CONTRATADO,MED.VILESP.14.169.176.MED - 202.2.T.B / 49.,NULL,,VILLA ESPERANZA,134517,111036,169,2021
1348,14,819,43,590,A,T,10,CONTRATADO,MED.VILESP.14.169.176.MED - 202.2.T.A / 48.,NULL,,VILLA ESPERANZA,134518,111037,169,2021
1349,14,6108,68,1282,C,M,10,CONTRATADO,MED.VILESP.82.169.176.MED-204.2.M.C / 51.,NULL,,VILLA ESPERANZA,134520,111039,169,2021
1350,14,6104,86,1550,C,M,14,CONTRATADO,MED.VILESP.82.169.176.MED-200.2.M.C / 61.,NULL,,VILLA ESPERANZA,134522,111040,169,2021
1351,14,6104,166,31552,H,T,14,CONTRATADO,MED.VILESP.82.169.176.MED-200.2.T.H / 55.,NULL,,VILLA ESPERANZA,134525,111043,169,2021
1352,14,6107,130,4107,D,T,10,CONTRATADO,MED.VILESP.82.169.176.MED-201.2.T.D / 63.,NULL,,VILLA ESPERANZA,134526,111044,169,2021
1353,14,6104,48,681,A,T,14,CONTRATADO,MED.VILESP.82.169.176.MED-200.2.T.A / 64.,NULL,,VILLA ESPERANZA,134528,111045,169,2021
1354,14,6106,114,3299,C,T,15,INVITADO,MED.VILESP.82.169.176.MED-203.2.T.C / 8.,NULL,,VILLA ESPERANZA,135674,111901,169,2021
1355,14,6107,60,1268,B,T,10,INVITADO,MED.VILESP.82.169.176.MED-201.2.T.B / 11.,NULL,,VILLA ESPERANZA,135675,111902,169,2021
1356,14,6104,198,44407,D,T,18,INVITADO,MED.VILESP.82.169.176.MED-200.2.T.D / 44.,NULL,,VILLA ESPERANZA,135710,111910,169,2021
1357,14,6104,97,1764,G,M,18,INVITADO,MED.VILESP.82.169.176.MED-200.2.M.G / 20.,NULL,,VILLA ESPERANZA,135711,111913,169,2021
1358,14,6105,158,5166,F,M,10,INVITADO,MED.VILESP.82.169.176.MED-202.2.M.F / 29.,NULL,,VILLA ESPERANZA,135712,111914,169,2021
1359,14,819,255,84018,G,M,10,INVITADO,MED.VILESP.14.169.176.MED - 202.2.M.G / 25.,NULL,,VILLA ESPERANZA,135713,111915,169,2021
1360,14,819,63,1276,H,T,15,INVITADO,MED.VILESP.14.169.176.MED - 202.2.T.H / 55.,NULL,,VILLA ESPERANZA,135716,111918,169,2021
1361,14,6106,133,4365,D,T,15,INVITADO,MED.VILESP.82.169.176.MED-203.2.T.D / 23.,NULL,,VILLA ESPERANZA,135718,111921,169,2021
1362,14,6106,22,309,G,M,10,INVITADO,MED.VILESP.82.169.176.MED-203.2.M.G / 49.,NULL,,VILLA ESPERANZA,135720,111923,169,2021
1363,14,6106,186,38695,H,T,10,INVITADO,MED.VILESP.82.169.176.MED-203.2.T.H / 28.,NULL,,VILLA ESPERANZA,135722,111925,169,2021
1364,14,6108,68,1282,D,T,10,INVITADO,MED.VILESP.82.169.176.MED-204.2.T.D / 69.,NULL,,VILLA ESPERANZA,135727,111929,169,2021
1365,14,6104,160,5737,B,T,17,INVITADO,MED.VILESP.82.169.176.MED-200.2.T.B / 36.,NULL,,VILLA ESPERANZA,135730,111933,169,2021
1366,14,1342,131,4363,PH,T,25,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.T.PH / 53.,NULL,,VILLA ESPERANZA,135732,111935,169,2021
1367,14,1342,262,84796,PH,T,25,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.T.PH / 38.,NULL,,VILLA ESPERANZA,135734,111937,169,2021
1368,14,1342,170,35252,PH,M,25,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 76.,NULL,,VILLA ESPERANZA,135735,111939,169,2021
1369,14,1342,200,46370,PH,M,20,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 45.,NULL,,VILLA ESPERANZA,135736,111940,169,2021
1370,14,1342,253,78669,PH,M,25,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 71.,NULL,,VILLA ESPERANZA,135737,111941,169,2021
1371,14,1342,220,54780,PH,T,20,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.T.PH / 60.,NULL,,VILLA ESPERANZA,135738,111942,169,2021
1372,14,1343,192,40101,PH,T,25,INVITADO,MED.VILESP.14.169.176.MED-301-02.3.T.PH / 16.,NULL,,VILLA ESPERANZA,135739,111943,169,2021
1373,14,1344,130,4107,PH,M,25,INVITADO,MED.VILESP.14.169.176.MED-301-03.3.M.PH / 77.,NULL,,VILLA ESPERANZA,135740,111944,169,2021
1374,14,824,206,48236,A,M,12,INVITADO,MED.VILESP.14.169.176.MED - 302.3.M.A / 75.,NULL,,VILLA ESPERANZA,135741,111945,169,2021
1375,14,825,95,1760,C,M,12,INVITADO,MED.VILESP.14.169.176.MED - 303.3.M.C / 22.,NULL,,VILLA ESPERANZA,135742,111946,169,2021
1376,14,825,148,4486,D,T,12,INVITADO,MED.VILESP.14.169.176.MED - 303.3.T.D / 31.,NULL,,VILLA ESPERANZA,135743,111947,169,2021
1377,14,828,215,53060,B,T,10,INVITADO,MED.VILESP.14.169.176.MED - 305.3.T.B / 48.,NULL,,VILLA ESPERANZA,135744,111948,169,2021
1378,14,1345,265,85374,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 41.,NULL,,VILLA ESPERANZA,135745,111949,169,2021
1379,14,1348,88,1704,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 62.,NULL,,VILLA ESPERANZA,135747,111951,169,2021
1380,14,1349,62,1275,PH,M,23,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 46.,NULL,,VILLA ESPERANZA,135748,111952,169,2021
1381,14,1353,118,3306,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-401 .4.M.PH / 67.,NULL,,VILLA ESPERANZA,135749,111953,169,2021
1382,14,1354,234,66892,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-401 .4.M.PH / 57.,NULL,,VILLA ESPERANZA,135750,111954,169,2021
1383,14,831,188,39931,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED - 402.4.M.PH / 72.,NULL,,VILLA ESPERANZA,135752,111957,169,2021
1384,14,832,141,4392,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED - 403.4.M.PH / 52.,NULL,,VILLA ESPERANZA,135753,111958,169,2021
1385,14,834,98,1783,B,T,18,INVITADO,MED.VILESP.14.169.176.MED-405.4.T.B / 84.,NULL,,VILLA ESPERANZA,135754,111959,169,2021
1386,14,1355,80,1456,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 12.,NULL,,VILLA ESPERANZA,135755,111960,169,2021
1387,14,1355,205,46885,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 18.,NULL,,VILLA ESPERANZA,135758,111961,169,2021
1388,14,1357,271,96184,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 19.,NULL,,VILLA ESPERANZA,135759,111962,169,2021
1389,14,1359,266,90354,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 34.,NULL,,VILLA ESPERANZA,135760,111963,169,2021
1390,14,1359,189,39937,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 54.,NULL,,VILLA ESPERANZA,135761,111964,169,2021
1391,14,1360,195,42857,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 68.,NULL,,VILLA ESPERANZA,135762,111965,169,2021
1392,14,1361,261,84709,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 37.,NULL,,VILLA ESPERANZA,135764,111966,169,2021
1393,14,1362,281,103134,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 35.,NULL,,VILLA ESPERANZA,135766,111968,169,2021
1394,14,1363,214,53015,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 58.,NULL,,VILLA ESPERANZA,135767,111969,169,2021
1395,14,1363,247,74362,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 7.,NULL,,VILLA ESPERANZA,135768,111971,169,2021
1396,14,1364,140,4391,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-502.5.M.PH / 63.,NULL,,VILLA ESPERANZA,135769,111972,169,2021
1397,14,1364,237,70399,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-502.5.M.PH / 81.,NULL,,VILLA ESPERANZA,135770,111973,169,2021
1398,14,1365,71,1291,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-502.5.M.PH / 33.,NULL,,VILLA ESPERANZA,135771,111974,169,2021
1399,14,1365,142,4396,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-502.5.M.PH / 80.,NULL,,VILLA ESPERANZA,135772,111975,169,2021
1400,14,838,248,75068,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED - 503.5.M.PH / 66.,NULL,,VILLA ESPERANZA,135773,111976,169,2021
1401,14,838,113,3298,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED - 503.5.M.PH / 43.,NULL,,VILLA ESPERANZA,135774,111977,169,2021
1402,14,840,275,100033,A,M,15,INVITADO,MED.VILESP.14.169.176.MED - 505.5.M.A / 65.,NULL,,VILLA ESPERANZA,135775,111978,169,2021
1403,14,840,263,84797,B,T,18,INVITADO,MED.VILESP.14.169.176.MED - 505.5.T.B / 56.,NULL,,VILLA ESPERANZA,135776,111979,169,2021
1404,14,5716,152,4633,E,T,20,INVITADO,MED.VILESP.82.169.176.MED-100.1.T.E / 61.,NULL,,VILLA ESPERANZA,136412,112793,169,2021
1405,14,5716,239,71047,L,T,25,INVITADO,MED.VILESP.82.169.176.MED-100.1.T.L / 13.,NULL,,VILLA ESPERANZA,136414,112794,169,2021
1406,14,5716,161,5738,M,M,25,INVITADO,MED.VILESP.82.169.176.MED-100.1.M.M / 42.,NULL,,VILLA ESPERANZA,136415,112795,169,2021
1407,14,5716,117,3303,N,N,25,INVITADO,MED.VILESP.82.169.176.MED-100.1.N.N / 79.,NULL,,VILLA ESPERANZA,136416,112796,169,2021
1408,14,5716,82,1458,P,M,25,INVITADO,MED.VILESP.82.169.176.MED-100.1.M.P / 32.,NULL,,VILLA ESPERANZA,136417,112797,169,2021
1409,14,5717,125,3497,E,M,10,INVITADO,MED.VILESP.82.169.176.MED-101.1.M.E / 17.,NULL,,VILLA ESPERANZA,136419,112799,169,2021
1410,14,5717,39,520,G,T,15,INVITADO,MED.VILESP.82.169.176.MED-101.1.T.G / 64.,NULL,,VILLA ESPERANZA,136422,112802,169,2021
1411,14,1350,21,277,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 59.,NULL,,VILLA ESPERANZA,136424,112806,169,2021
1412,14,5717,172,35254,J,M,10,INVITADO,MED.VILESP.82.169.176.MED-101.1.M.J / 74.,NULL,,VILLA ESPERANZA,136425,112805,169,2021
1413,14,5717,38,488,L,M,15,INVITADO,MED.VILESP.82.169.176.MED-101.1.M.L / 39.,NULL,,VILLA ESPERANZA,136426,112807,169,2021
1414,14,5719,4,74,G,M,15,INVITADO,MED.VILESP.82.169.176.MED-102.1.M.G / 24.,NULL,,VILLA ESPERANZA,136427,112808,169,2021
1415,14,5719,29,372,H,M,6,INVITADO,MED.VILESP.82.169.176.MED-102.1.M.H / 14.,NULL,,VILLA ESPERANZA,136428,112809,169,2021
1416,14,5719,144,4414,J,M,10,INVITADO,MED.VILESP.82.169.176.MED-102.1.M.J / 82.,NULL,,VILLA ESPERANZA,136429,112810,169,2021
1417,14,5718,84,1475,B,M,8,INVITADO,MED.VILESP.82.169.176.MED-103.1.M.B / 15.,NULL,,VILLA ESPERANZA,136430,112811,169,2021
1418,14,5718,45,630,D,T,10,INVITADO,MED.VILESP.82.169.176.MED-103.1.T.D / 40.,NULL,,VILLA ESPERANZA,136432,112813,169,2021
1419,14,5718,129,3868,E,T,8,INVITADO,MED.VILESP.82.169.176.MED-103.1.T.E / 21.,NULL,,VILLA ESPERANZA,136434,112814,169,2021
1420,14,5718,199,45552,G,T,12,INVITADO,MED.VILESP.82.169.176.MED-103.1.T.G / 70.,NULL,,VILLA ESPERANZA,136436,112815,169,2021
1421,14,5725,141,4392,A,M,15,INVITADO,MED.VILESP.82.169.176.MED-104.1.M.A / 50.,NULL,,VILLA ESPERANZA,136437,112816,169,2021
1422,14,5725,78,1383,B,M,10,INVITADO,MED.VILESP.82.169.176.MED-104.1.M.B / 27.,NULL,,VILLA ESPERANZA,136438,112817,169,2021
1423,14,5725,141,4392,C,N,10,INVITADO,MED.VILESP.82.169.176.MED-104.1.N.C / 51.,NULL,,VILLA ESPERANZA,136439,112818,169,2021
1424,14,5726,277,102451,A,M,20,INVITADO,MED.VILESP.82.169.176.MED-105.1.M.A / 85.,NULL,,VILLA ESPERANZA,136440,112819,169,2021
1425,14,5726,158,5166,C,M,25,INVITADO,MED.VILESP.82.169.176.MED-105.1.M.C / 30.,NULL,,VILLA ESPERANZA,136441,112820,169,2021
1426,14,5726,277,102451,D,M,20,INVITADO,MED.VILESP.82.169.176.MED-105.1.M.D / 83.,NULL,,VILLA ESPERANZA,136443,112822,169,2021
1427,14,5717,115,3301,H,M,13,INVITADO,MED.VILESP.82.169.176.MED-101.1.M.H / 10.,NULL,,VILLA ESPERANZA,136444,112823,169,2021
1428,14,5717,115,3301,I,M,12,INVITADO,MED.VILESP.82.169.176.MED-101.1.M.I / 9.,NULL,,VILLA ESPERANZA,136445,112824,169,2021
1429,14,1345,278,102499,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 78.,NULL,,VILLA ESPERANZA,136484,111950,169,2021
1430,14,1354,151,4510,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-401 .4.M.PH / 73.,NULL,,VILLA ESPERANZA,136489,111955,169,2021
1431,14,2549,255,84018,A,M,23,INVITADO,MED.VILESP.14.169.176.MED-600.6.M.A / 26.,NULL,,VILLA ESPERANZA,136491,112872,169,2021
1432,14,1351,257,84159,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 47.,NULL,,VILLA ESPERANZA,136496,112877,169,2021
1433,14,1350,102,2229,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-400 .4.M.PH / 87.,NULL,,VILLA ESPERANZA,136931,113434,169,2021
1434,14,1361,264,84819,PH,M,22,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 86.,NULL,,VILLA ESPERANZA,136942,113442,169,2021
1435,15,2507,254,81982,A,M,40,INVESTIGADOR,MED.INSDEINV.14.174.176.INV.11.M.A / 1.,NULL,,INSTITUTO DE  INVESTIGACIÓN,139063,114934,174,2021 INVESTIGACIÓN
1436,15,2507,186,38695,B,T,40,INVESTIGADOR,MED.INSDEINV.14.174.176.INV.11.T.B / 2.,NULL,,INSTITUTO DE  INVESTIGACIÓN,139187,115024,174,2021 INVESTIGACIÓN
1437,14,5718,56,800,F,N,12,INVITADO,MED.VILESP.82.169.176.MED-103.1.N.F / 106.,NULL,,VILLA ESPERANZA,139201,115040,169,2021
1438,14,1358,216,53065,PH,M,34,INVITADO,MED.VILESP.14.169.176.MED-500.5.M.PH / 108.,NULL,,VILLA ESPERANZA,139204,115044,169,2021
1439,14,1342,80,1456,PH,M,34,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 98.,NULL,,VILLA ESPERANZA,139213,115046,169,2021
1440,14,6110,199,45552,C,N,15,INVITADO,MED.VILESP.82.169.176.MED-206.2.N.C / 107.,NULL,,VILLA ESPERANZA,139230,115054,169,2021
1441,14,6110,129,3868,B,T,15,INVITADO,MED.VILESP.82.169.176.MED-206.2.T.B / 101.,NULL,,VILLA ESPERANZA,139232,115055,169,2021
1442,14,6109,215,53060,B,T,12,INVITADO,MED.VILESP.82.169.176.MED-205.2.T.B / 102.,NULL,,VILLA ESPERANZA,139234,115058,169,2021
1443,14,6106,70,1290,E,T,20,INVITADO,MED.VILESP.82.169.176.MED-203.2.T.E / 104.,NULL,,VILLA ESPERANZA,139256,115069,169,2021
1444,14,822,39,520,B,M,15,INVITADO,MED.VILESP.14.169.176.MED-204.2.M.B / 103.,NULL,,VILLA ESPERANZA,139257,115070,169,2021
1445,14,5725,172,35254,D,T,20,INVITADO,MED.VILESP.82.169.176.MED-104.1.T.D / 99.,NULL,,VILLA ESPERANZA,139262,115073,169,2021
1446,14,5716,270,96173,J,T,35,INVITADO,MED.VILESP.82.169.176.MED-100.1.T.J / 100.,NULL,,VILLA ESPERANZA,139275,115074,169,2021
1447,14,5716,254,81982,D,T,30,INVITADO,MED.VILESP.82.169.176.MED-100.1.T.D / 89.,NULL,,VILLA ESPERANZA,139360,115149,169,2021
1448,14,5726,127,3522,B,T,35,INVITADO,MED.VILESP.82.169.176.MED-105.1.T.B / 88.,NULL,,VILLA ESPERANZA,139363,115150,169,2021
1449,14,825,218,53623,E,T,24,INVITADO,MED.VILESP.14.169.176.MED - 303.3.T.E / 93.,NULL,,VILLA ESPERANZA,139418,115192,169,2021
1450,14,1342,165,30486,PH,M,35,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.M.PH / 94.,NULL,,VILLA ESPERANZA,139425,115194,169,2021
1451,14,1342,207,49708,PH,T,35,INVITADO,MED.VILESP.14.169.176.MED-301-01.3.T.PH / 95.,NULL,,VILLA ESPERANZA,139435,115201,169,2021
1452,14,839,225,59345,B,T,21,INVITADO,MED.VILESP.14.169.176.MED - 504.5.T.B / 96.,NULL,,VILLA ESPERANZA,139539,115287,169,2021
1453,14,1363,238,70911,PH,M,34,INVITADO,MED.VILESP.14.169.176.MED-501.5.M.PH / 97.,NULL,,VILLA ESPERANZA,139540,115288,169,2021
1454,14,823,163,29592,D,M,18,INVITADO,MED.VILESP.14.169.176.MED-300.3.M.D / 92.,NULL,,VILLA ESPERANZA,139581,115291,169,2021
1455,14,827,93,1758,PH,M,15,INVITADO,MED.VILESP.14.169.176.MED-304.3.M.PH / 112.,NULL,,VILLA ESPERANZA,139584,115323,169,2021
1456,14,827,65,1278,PH,T,15,INVITADO,MED.VILESP.14.169.176.MED-304.3.T.PH / 113.,NULL,,VILLA ESPERANZA,139838,115324,169,2021
